7.0d0
1	41
7	39
15	27
9	33
17	25
14	27
1	28
14	27
19	23
16	28
1	33
15	26
16	27
17	25
12	33
18	24
8	34
1	41
1	41
1	41
13	29
8	41
18	24
1	41
15	27
14	29
15	27
7	32
11	31
1	41

