500.0d0
1	40
7	38
14	27
8	33
17	24
14	27
1	28
14	27
19	23
16	27
1	32
14	25
16	27
17	24
12	33
18	23
8	33
1	40
1	40
1	40
12	29
7	40
17	24
1	40
14	27
13	28
14	27
6	32
11	30
1	40

